date,driverId,position
1991-03-16,127,24.333333333333332
1990-09-17,93,11.5
1989-09-22,104,26.0
1989-07-24,54,8.0
1989-07-24,64,26.0
1989-05-25,87,37.2
1989-03-26,163,36.5
1989-03-26,132,5.5
1989-01-25,162,28.0
1989-01-25,160,33.0
1988-09-27,165,13.0
1988-07-29,118,12.5
1988-07-29,122,6.5
1988-07-29,83,7.0
1988-05-30,94,17.2
1988-05-30,164,20.6
1988-05-30,76,12.8
1988-05-30,109,12.0
1988-03-31,132,25.75
1988-03-31,166,24.0
1987-10-03,169,14.333333333333334
1987-08-04,169,11.6
1987-06-05,132,20.25
1987-06-05,166,16.5
1987-04-06,116,8.75
1987-04-06,98,20.0
1986-10-08,177,21.0
1986-10-08,162,11.0
1986-08-09,165,15.0
1986-06-10,157,18.0
1986-04-11,162,12.5
1986-04-11,177,18.0
1985-10-13,171,2.0
1985-08-14,156,18.0
1985-08-14,181,10.0
1989-01-25,104,10.0
1988-07-29,155,20.0
1986-10-08,104,23.5
1986-04-11,104,11.75
1986-04-11,172,17.0
1985-10-13,136,18.5
1985-08-14,93,19.8
1985-02-15,182,22.0
1985-02-15,118,20.0
1985-02-15,83,8.0
1985-02-15,122,11.0
1984-10-18,162,9.0
1984-08-19,94,11.666666666666666
1984-08-19,109,15.666666666666666
1984-08-19,76,15.5
1984-08-19,178,12.5
1984-06-20,181,5.2
1984-04-21,157,15.4
1983-08-25,180,16.25
1983-08-25,183,18.0
1983-06-26,116,2.0
1983-06-26,186,7.666666666666667
1983-04-27,175,12.6
1983-02-26,195,13.666666666666666
1983-02-26,174,10.0
1982-07-01,210,24.666666666666668
1982-07-01,109,17.166666666666668
1982-07-01,94,12.75
1982-07-01,201,8.0
1982-07-01,89,30.0
1982-05-02,151,20.75
1982-05-02,176,7.5
1982-05-02,202,28.0
1982-03-03,117,24.666666666666668
1982-03-03,191,21.5
1982-03-03,199,8.0
1982-01-02,116,1.0
1982-01-02,186,6.0
1981-07-06,174,20.0
1980-09-09,205,21.333333333333332
1984-10-18,104,4.0
1984-10-18,172,5.0
1980-09-09,229,24.0
1980-07-11,199,19.0
1980-05-12,199,7.0
1980-01-13,202,18.0
1980-01-13,176,13.0
1980-01-13,151,13.5
1979-11-14,118,14.0
1979-11-14,220,8.0
1979-09-15,151,24.0
1979-09-15,202,1.5
1979-09-15,176,22.0
1979-07-17,221,2.75
1979-05-18,231,26.5
1979-05-18,211,10.5
1979-01-18,221,9.333333333333334
1978-09-20,212,25.5
1978-07-22,242,26.75
1978-07-22,230,15.0
1978-07-22,181,10.25
1978-05-23,177,13.25
1978-05-23,198,11.75
1978-05-23,162,14.0
1978-03-24,199,17.333333333333332
1978-01-23,186,5.5
1978-01-23,223,13.0
1977-11-24,157,26.0
1977-11-24,221,10.0
1977-09-25,230,5.0
1977-09-25,181,4.0
1977-07-27,218,16.5
1977-07-27,210,12.25
1977-05-28,174,27.0
1977-03-29,221,2.3333333333333335
1976-11-29,220,13.0
1976-11-29,236,13.0
1976-11-29,254,13.0
1976-08-01,245,13.0
1976-06-02,274,28.5
1976-06-02,223,15.75
1976-06-02,186,9.75
1976-04-03,254,14.333333333333334
1976-04-03,220,14.0
1976-02-03,177,11.0
1976-02-03,198,21.0
1979-05-18,222,3.0
1976-09-30,229,15.333333333333334
1976-09-30,255,20.333333333333332
1976-09-30,237,19.333333333333332
1976-04-03,238,19.0
1975-08-07,249,20.666666666666668
1975-08-07,253,14.0
1975-08-07,275,25.5
1975-06-08,293,10.5
1975-06-08,218,12.0
1975-04-09,220,10.75
1974-12-10,221,16.5
1974-08-12,220,9.5
1974-06-13,171,23.0
1974-06-13,295,18.0
1974-06-13,234,6.0
1974-06-13,232,19.5
1974-06-13,196,14.0
1974-06-13,315,31.5
1974-02-13,291,14.0
1974-02-13,221,8.0
1973-12-15,306,15.5
1973-12-15,249,12.0
1973-08-17,261,12.0
1973-06-18,305,14.75
1973-06-18,331,19.25
1973-04-19,289,13.75
1973-04-19,277,14.5
1973-02-18,261,20.0
1972-12-20,326,6.0
1972-08-22,221,9.0
1972-06-23,261,20.0
1972-02-24,319,20.0
1972-02-24,337,10.0
1972-02-24,336,14.0
1971-12-26,337,19.0
1971-12-26,319,20.0
1971-12-26,336,10.0
1971-08-28,234,14.666666666666666
1971-08-28,206,13.0
1971-08-28,196,12.0
1971-06-29,234,19.0
1971-06-29,206,4.0
1971-06-29,292,22.0
1971-03-01,206,8.0
1971-03-01,234,5.0
1971-03-01,292,19.0
1970-07-04,351,14.666666666666666
1970-07-04,364,25.0
1970-07-04,338,22.0
1970-05-05,327,8.333333333333334
1970-05-05,359,14.0
1970-03-06,338,22.0
1970-03-06,351,18.5
1975-08-07,204,20.0
1974-08-12,313,18.0
1974-04-14,266,14.666666666666666
1972-12-20,237,16.0
1972-04-24,313,18.666666666666668
1971-08-28,345,6.666666666666667
1971-06-29,345,7.0
1971-04-30,313,13.5
1971-03-01,345,20.5
1970-09-02,222,4.5
1970-07-04,355,9.25
1970-03-06,358,11.0
1970-03-06,355,4.0
1969-09-07,234,4.0
1969-09-07,206,17.0
1969-07-09,349,9.0
1969-05-10,234,5.333333333333333
1968-09-12,234,20.5
1968-09-12,206,18.0
1968-07-14,288,10.666666666666666
1968-07-14,360,6.666666666666667
1968-05-15,376,17.0
1967-11-17,305,6.0
1967-11-17,346,13.0
1967-09-18,381,17.5
1967-09-18,277,9.0
1967-09-18,388,11.5
1967-07-20,321,9.5
1967-05-21,321,8.0
1967-03-22,384,7.0
1966-11-22,360,10.0
1966-11-22,288,17.0
1966-09-23,381,18.0
1966-09-23,385,6.0
1966-05-26,327,9.666666666666666
1966-05-26,359,11.0
1966-03-27,385,5.0
1966-03-27,388,6.0
1965-09-28,372,16.0
1965-09-28,373,10.0
1965-07-30,340,14.0
1965-07-30,369,9.5
1965-05-31,363,8.25
1965-04-01,369,12.0
1965-04-01,340,4.0
1964-12-02,416,31.0
1964-12-02,359,5.0
1964-12-02,327,6.0
1964-10-03,288,6.0
1964-08-04,407,4.0
1964-06-05,407,11.5
1964-04-06,403,20.0
1963-12-08,363,2.0
1963-12-08,406,16.0
1963-10-09,359,14.0
1963-10-09,402,12.0
1963-10-09,433,7.0
1963-08-10,393,18.0
1963-08-10,432,22.0
1963-06-11,393,22.5
1963-04-12,277,16.0
1963-04-12,385,3.0
1962-12-13,339,8.0
1962-06-16,456,19.0
1962-06-16,372,4.25
1962-06-16,437,11.0
1962-04-17,429,13.0
1961-08-20,363,2.0
1961-06-21,455,22.333333333333332
1961-06-21,489,31.0
1961-06-21,407,12.0
1961-04-22,403,18.0
1961-04-22,479,11.666666666666666
1961-04-22,480,14.0
1960-08-25,430,7.0
1960-06-26,346,15.666666666666666
1960-04-27,507,18.0
1960-04-27,505,13.333333333333334
1969-09-07,345,13.666666666666666
1969-05-10,345,4.666666666666667
1968-09-12,345,8.666666666666666
1966-11-22,383,8.0
1966-07-25,355,8.5
1964-12-02,415,30.0
1964-08-04,308,13.0
1964-06-05,308,13.666666666666666
1964-04-06,355,13.5
1961-04-22,355,12.666666666666666
1960-04-27,535,29.0
1960-04-27,534,28.0
1959-12-29,502,19.0
1959-10-30,576,19.0
1959-10-30,426,2.0
1959-10-30,574,16.0
1959-07-02,426,6.0
1959-07-02,554,13.0
1959-05-03,456,10.5
1959-05-03,501,10.5
1959-05-03,511,24.0
1959-05-03,537,20.0
1959-05-03,558,18.0
1958-05-08,288,12.75
1958-05-08,513,9.0
1958-05-08,594,13.0
1957-07-12,590,11.25
1957-07-12,578,3.6666666666666665
1957-05-13,577,2.0
1957-05-13,525,3.0
1957-05-13,514,9.0
1957-05-13,593,16.0
1956-07-17,579,3.6666666666666665
1956-07-17,610,23.0
1956-07-17,475,1.5
1956-07-17,583,10.0
1956-05-18,606,9.333333333333334
1956-05-18,501,11.5
1956-05-18,456,18.0
1956-05-18,632,2.0
1956-05-18,558,14.0
1956-05-18,537,5.0
1956-03-19,426,12.0
1956-03-19,607,7.0
1956-03-19,554,3.0
1956-03-19,428,6.0
1956-01-19,579,7.0
1956-01-19,475,7.0
1956-01-19,583,4.0
1955-07-23,620,6.0
1955-05-24,664,13.0
1955-05-24,577,5.0
1955-05-24,525,24.0
1955-05-24,593,21.0
1954-11-25,554,10.333333333333334
1954-11-25,426,5.333333333333333
1954-09-26,577,2.0
1954-07-28,577,16.0
1954-05-29,675,13.0
1954-05-29,592,17.0
1954-05-29,673,5.0
1954-05-29,653,15.5
1953-11-30,577,17.0
1953-08-02,475,13.0
1953-08-02,644,7.0
1953-08-02,579,6.666666666666667
1953-06-03,718,34.0
1953-06-03,709,15.0
1953-06-03,669,17.0
1953-06-03,430,20.0
1953-06-03,703,20.0
1953-04-04,655,30.0
1953-04-04,657,1.0
1953-04-04,556,6.0
1953-04-04,679,8.0
1953-04-04,448,16.0
1952-08-07,475,13.5
1952-06-08,757,28.0
1952-06-08,722,24.5
1952-06-08,724,8.0
1952-06-08,642,3.0
1952-06-08,651,11.666666666666666
1952-06-08,705,21.0
1952-06-08,740,12.0
1952-04-09,733,30.0
1951-10-12,589,18.0
1951-10-12,704,17.0
1951-08-13,781,22.0
1951-06-14,708,13.5
1951-06-14,773,8.5
1951-04-15,769,19.0
1950-08-18,640,6.0
1950-06-19,579,1.0
1959-07-02,571,28.0
1958-05-08,482,6.0
1957-07-12,478,16.0
1954-05-29,690,32.0
1951-06-14,697,9.0
1951-04-15,721,21.0
1950-08-18,763,23.0
1983-02-26,159,28.0
1980-07-11,228,26.0
1956-07-17,639,8.0
1952-04-09,677,22.0
2004-09-03,9,15.0
2004-09-03,17,7.0
2004-05-06,45,16.5
2004-05-06,43,12.666666666666666
2004-03-07,46,16.666666666666668
2004-03-07,13,12.0
2003-07-11,3,7.666666666666667
2003-07-11,41,20.0
2003-05-12,20,14.4
2003-03-13,20,12.0
2003-01-12,51,19.0
2003-01-12,43,14.0
2002-07-16,12,10.75
2002-07-16,36,14.25
2002-07-16,20,12.75
2002-05-17,22,5.5
2002-01-17,7,10.5
2002-01-17,48,11.0
2001-09-19,17,8.0
2001-07-21,22,3.75
2001-05-22,55,11.6
2001-03-23,17,12.25
2000-05-27,53,11.0
2000-03-28,49,17.75
2000-03-28,34,13.75
2000-03-28,47,15.75
1999-09-30,54,6.5
1999-09-30,64,5.5
1999-08-01,21,5.5
1999-04-03,67,13.0
1999-04-03,55,6.25
2004-09-03,30,4.5
2004-09-03,44,17.0
2003-09-09,16,12.0
2001-09-19,30,10.0
2001-03-23,30,11.5
2000-03-28,29,2.5
2004-09-03,14,11.0
2001-09-19,14,6.0
2001-03-23,14,8.0
1999-02-02,22,3.0
1998-10-05,63,21.0
1998-06-07,73,17.0
1998-02-07,48,4.0
1997-10-10,57,15.0
1997-10-10,48,4.0
1997-10-10,80,22.0
1997-06-12,22,7.6
1997-06-12,81,11.333333333333334
1997-04-13,63,16.666666666666668
1997-02-12,78,16.0
1996-06-17,49,16.0
1996-06-17,34,1.75
1996-04-18,21,10.4
1995-10-21,78,14.333333333333334
1995-08-22,95,11.75
1995-08-22,21,8.25
1995-06-23,70,10.0
1995-04-24,68,14.0
1995-02-23,88,14.0
1995-02-23,63,10.0
1994-10-26,100,14.5
1994-10-26,21,9.5
1994-08-27,102,11.25
1994-08-27,13,4.0
1994-02-28,64,7.0
1994-02-28,54,3.0
1997-08-11,74,16.75
1996-06-17,29,13.75
1994-10-26,99,9.0
1994-06-28,104,19.0
1993-09-01,125,12.0
1993-09-01,70,2.6666666666666665
1993-09-01,124,26.0
1993-05-04,78,20.666666666666668
1992-11-05,56,7.0
1992-09-06,128,21.0
1992-09-06,124,14.333333333333334
1992-07-08,122,14.75
1992-07-08,91,18.0
1992-07-08,134,31.0
1992-07-08,118,6.5
1992-07-08,83,4.0
1992-05-09,56,16.5
1992-03-10,129,21.333333333333332
1992-03-10,101,18.0
1992-03-10,103,15.666666666666666
1992-01-10,126,11.0
1991-09-12,101,2.5
1991-07-14,87,25.75
1991-05-15,130,8.5
1991-03-16,86,14.333333333333334
1991-03-16,80,14.333333333333334
1991-03-16,77,32.333333333333336
1991-01-15,122,18.0
1991-01-15,91,10.0
1991-01-15,83,11.0
1991-01-15,118,14.0
1990-09-17,101,13.5
1990-09-17,117,16.25
1990-09-17,145,29.0
1990-07-19,77,11.5
1990-07-19,144,8.0
1990-05-20,128,23.6
1990-03-21,132,21.5
1989-09-22,54,14.333333333333334
1993-09-01,108,13.0
1993-07-03,104,19.8
1992-09-06,108,11.666666666666666
1991-07-14,99,14.75
1991-05-15,139,25.0
1990-05-20,108,21.6
1989-09-22,64,27.0
1989-07-24,162,18.0
1989-07-24,160,30.0
1989-05-25,121,20.2
1989-05-25,157,13.0
1989-03-26,91,32.5
1989-03-26,83,9.5
1989-03-26,122,7.0
1989-03-26,118,17.0
1989-01-25,64,4.0
1988-09-27,162,22.0
1988-07-29,132,14.0
1988-05-30,116,5.8
1988-05-30,98,26.2
1988-03-31,118,15.75
1988-03-31,122,6.75
1987-10-03,144,21.666666666666668
1987-08-04,77,26.5
1987-08-04,144,16.6
1987-06-05,122,12.25
1987-06-05,83,15.25
1987-06-05,118,18.75
1987-04-06,109,14.25
1987-04-06,94,10.5
1987-04-06,76,13.5
1986-10-08,165,14.0
1986-08-09,177,11.5
1986-08-09,162,11.0
1986-04-11,165,13.25
1985-10-13,176,1.5
1985-08-14,117,16.6
1985-08-14,101,2.2
1985-06-15,157,13.8
1989-07-24,104,22.75
1989-03-26,155,7.5
1988-09-27,104,19.333333333333332
1988-03-31,155,14.5
1987-06-05,155,7.75
1986-08-09,104,9.5
1985-04-16,184,17.0
1985-02-15,183,24.0
1985-02-15,180,13.0
1984-10-18,165,21.0
1984-08-19,116,9.0
1984-06-20,101,15.0
1984-06-20,117,11.2
1984-02-21,162,18.5
1984-02-21,184,20.0
1983-08-25,122,12.5
1983-08-25,118,10.5
1983-06-26,185,28.333333333333332
1983-06-26,94,11.333333333333334
1983-06-26,109,8.333333333333334
1983-04-27,187,19.2
1983-02-26,192,13.0
1983-02-26,167,29.0
1982-08-30,169,25.5
1982-08-30,209,23.0
1982-08-30,175,11.5
1982-07-01,186,14.333333333333334
1982-07-01,116,9.5
1982-05-02,193,20.0
1982-05-02,171,12.75
1982-05-02,196,21.75
1982-05-02,203,27.5
1982-03-03,181,9.0
1982-01-02,201,18.0
1982-01-02,94,25.0
1982-01-02,109,13.0
1981-09-04,191,27.333333333333332
1981-09-04,212,28.666666666666668
1981-09-04,117,23.666666666666668
1981-07-06,200,11.5
1981-05-07,191,18.75
1981-05-07,117,29.75
1981-05-07,212,24.25
1981-03-08,214,25.75
1981-03-08,157,15.5
1980-09-09,135,20.0
1980-09-09,177,1.3333333333333333
1980-09-09,198,2.3333333333333335
1980-09-09,162,10.333333333333334
1980-09-09,213,28.0
1985-04-16,104,6.0
1985-04-16,172,2.6666666666666665
1984-02-21,172,5.0
1984-02-21,104,17.0
1983-08-25,155,13.0
1982-05-02,136,11.75
1980-09-09,172,6.0
1980-01-13,171,11.0
1980-01-13,206,17.5
1980-01-13,196,9.5
1979-09-15,171,23.0
1979-09-15,234,18.0
1979-09-15,196,16.5
1979-09-15,206,15.0
1979-09-15,232,14.0
1979-03-19,220,6.0
1979-03-19,118,10.666666666666666
1978-09-20,181,19.5
1978-09-20,242,21.5
1978-09-20,230,11.0
1978-07-22,199,26.666666666666668
1978-05-23,205,24.0
1978-03-24,230,19.666666666666668
1978-03-24,181,13.666666666666666
1978-03-24,242,14.666666666666666
1978-01-23,201,6.0
1978-01-23,210,20.5
1978-01-23,218,22.0
1977-09-25,199,14.333333333333334
1977-07-27,186,19.5
1977-07-27,223,17.0
1977-03-29,245,12.0
1977-01-28,171,20.0
1977-01-28,206,18.0
1977-01-28,232,17.0
1976-11-29,253,13.0
1976-11-29,249,5.0
1976-09-30,177,9.333333333333334
1976-09-30,273,9.0
1976-09-30,264,20.0
1976-08-01,221,11.333333333333334
1976-04-03,249,9.666666666666666
1980-01-13,136,11.5
1979-09-15,136,9.5
1978-05-23,237,8.25
1978-05-23,229,14.25
1977-05-28,266,12.0
1976-02-03,229,13.0
1976-02-03,237,17.0
1975-12-05,251,3.0
1975-08-07,220,13.0
1975-08-07,244,28.5
1975-06-08,274,15.5
1975-06-08,186,16.25
1975-06-08,223,11.25
1975-06-08,294,27.0
1975-04-09,275,15.25
1975-04-09,249,10.75
1975-02-08,289,27.0
1975-02-08,251,9.0
1974-08-12,249,8.0
1974-06-13,258,26.0
1974-04-14,277,24.5
1974-04-14,251,20.0
1974-02-13,305,2.0
1973-12-15,307,15.5
1973-12-15,220,7.0
1973-08-17,231,15.5
1973-08-17,297,15.0
1973-06-18,334,22.5
1973-06-18,221,18.0
1973-02-18,231,4.0
1972-12-20,198,13.5
1972-08-22,305,18.0
1972-06-23,231,9.0
1972-04-24,249,9.333333333333334
1972-04-24,306,15.666666666666666
1972-04-24,338,25.0
1972-02-24,277,15.0
1971-12-26,277,22.0
1971-06-29,349,11.0
1971-04-30,306,13.0
1971-04-30,338,18.5
1971-03-01,333,22.0
1970-09-02,261,14.0
1970-09-02,340,14.25
1970-07-04,350,22.0
1970-05-05,356,13.333333333333334
1970-05-05,362,4.0
1975-08-07,238,12.0
1973-08-17,222,11.0
1973-02-18,222,23.0
1972-06-23,222,13.0
1970-07-04,313,18.0
1969-07-09,234,4.333333333333333
1969-07-09,206,13.0
1969-05-10,349,7.333333333333333
1968-09-12,349,8.333333333333334
1968-07-14,379,21.0
1968-05-15,305,7.0
1968-05-15,346,14.333333333333334
1967-09-18,357,15.0
1967-07-20,303,5.666666666666667
1967-05-21,303,5.0
1967-03-22,305,18.0
1966-09-23,357,7.0
1966-07-25,393,10.0
1966-03-27,357,9.0
1965-07-30,363,3.0
1965-05-31,369,13.0
1965-05-31,340,7.75
1964-12-02,339,19.0
1964-08-04,426,17.0
1964-06-05,426,13.333333333333334
1964-06-05,428,19.0
1964-06-05,396,6.5
1964-04-06,393,16.0
1963-12-08,412,19.0
1963-12-08,340,17.0
1963-10-09,451,25.0
1963-08-10,403,13.5
1963-06-11,403,13.5
1963-04-12,429,15.5
1963-04-12,375,11.0
1963-04-12,438,23.0
1962-12-13,359,2.0
1962-08-15,288,1.5
1962-06-16,424,15.0
1962-04-17,385,13.5
1961-08-20,340,22.5
1961-08-20,439,13.0
1961-08-20,468,8.0
1961-06-21,426,15.5
1961-06-21,453,20.666666666666668
1961-06-21,487,30.0
1961-04-22,476,2.3333333333333335
1961-04-22,459,22.0
1960-10-24,426,15.0
1960-06-26,431,9.0
1960-06-26,417,12.0
1960-06-26,542,17.0
1960-04-27,372,8.5
1960-04-27,540,19.0
1960-04-27,456,15.0
1969-07-09,345,7.0
1969-03-11,355,9.0
1969-01-10,355,14.0
1968-03-16,355,14.0
1967-09-18,391,19.0
1967-07-20,344,11.0
1967-05-21,344,8.5
1966-07-25,401,9.0
1965-09-28,345,7.5
1963-08-10,355,4.5
1963-06-11,355,10.75
1963-06-11,440,25.0
1962-06-16,465,22.333333333333332
1962-06-16,345,16.0
1960-04-27,537,31.0
1960-04-27,524,18.0
1960-04-27,523,17.0
1960-04-27,511,4.0
1959-10-30,575,18.0
1959-08-31,543,15.0
1959-08-31,363,4.0
1959-08-31,566,10.0
1959-05-03,564,29.0
1959-05-03,535,16.0
1958-09-05,590,14.5
1958-09-05,578,2.0
1958-09-05,566,11.0
1958-09-05,543,9.0
1958-07-07,475,12.0
1958-07-07,429,19.0
1958-07-07,583,12.0
1958-05-08,512,23.0
1958-05-08,547,22.0
1958-05-08,587,28.0
1958-01-08,475,1.0
1958-01-08,579,4.0
1957-05-13,554,6.0
1957-05-13,426,8.5
1957-05-13,613,7.0
1957-05-13,520,10.0
1957-05-13,528,17.0
1956-11-14,578,12.0
1956-05-18,585,25.0
1956-05-18,628,6.0
1956-03-19,589,18.0
1956-03-19,577,14.0
1955-07-23,581,17.0
1955-05-24,554,11.75
1955-05-24,426,9.333333333333334
1955-05-24,607,8.0
1955-05-24,528,15.0
1955-03-25,627,19.0
1955-03-25,650,7.0
1955-03-25,641,8.0
1955-03-25,578,18.0
1954-11-25,577,7.5
1954-09-26,554,17.0
1954-09-26,426,13.0
1954-07-28,426,6.0
1954-07-28,554,15.0
1954-07-28,428,20.0
1954-05-29,627,19.5
1954-05-29,686,23.0
1954-05-29,578,8.333333333333334
1954-05-29,650,20.0
1953-11-30,554,10.0
1953-11-30,426,4.0
1953-08-02,647,9.0
1953-08-02,663,14.5
1953-08-02,643,6.0
1953-06-03,456,23.0
1953-06-03,501,18.4
1953-06-03,640,8.0
1953-06-03,632,10.0
1952-12-05,698,16.0
1952-08-07,663,9.5
1952-08-07,647,1.0
1952-06-08,712,14.0
1952-06-08,708,24.0
1952-06-08,737,14.0
1952-06-08,739,16.0
1952-04-09,518,4.0
1952-04-09,509,2.0
1952-04-09,615,27.0
1952-04-09,689,5.0
1952-04-09,581,16.0
1952-04-09,626,14.0
1951-10-12,426,15.0
1951-06-14,642,9.5
1951-06-14,633,3.25
1950-08-18,669,25.0
1958-09-05,478,10.0
1958-09-05,551,8.0
1958-07-07,526,26.0
1957-07-12,580,12.333333333333334
1957-05-13,565,24.0
1955-03-25,478,23.0
1954-05-29,478,14.0
1953-04-04,521,20.333333333333332
1952-08-07,758,12.0
1952-06-08,697,25.0
1980-07-11,208,18.0
1980-05-12,208,24.0
1978-07-22,228,23.8
1977-05-28,207,27.666666666666668
1975-08-07,301,13.0
1954-05-29,683,14.0
1954-05-29,611,15.5
2004-05-06,3,8.666666666666666
2004-03-07,1,16.666666666666668
2003-09-09,17,12.333333333333334
2003-07-11,43,11.0
2003-07-11,51,16.5
2003-01-12,41,13.0
2003-01-12,3,7.0
2002-05-17,62,17.0
2002-03-18,36,16.25
2002-03-18,12,12.0
2002-03-18,20,15.75
2002-01-17,21,14.5
2001-09-19,55,12.5
2001-07-21,54,7.5
2001-05-22,17,13.8
2001-03-23,55,13.75
2001-01-22,34,17.5
2001-01-22,49,8.5
2000-09-24,36,16.0
2000-09-24,20,11.5
2000-07-26,49,12.8
2000-07-26,47,13.2
2000-07-26,34,9.0
2000-05-27,36,18.25
2000-05-27,20,9.25
2000-01-28,63,16.5
1999-09-30,22,11.0
1999-08-01,48,6.5
1999-06-02,69,14.0
1999-06-02,20,10.4
1999-06-02,36,15.6
1999-06-02,68,12.6
2004-09-03,16,14.25
2003-09-09,30,9.333333333333334
2001-05-22,30,12.4
2001-01-22,29,1.0
2000-07-26,29,5.4
2003-09-09,14,9.666666666666666
2001-05-22,14,14.2
1999-04-03,14,13.5
1999-02-02,54,21.0
1999-02-02,64,22.0
1998-08-06,13,7.5
1998-06-07,43,14.75
1998-06-07,56,1.75
1998-06-07,24,7.25
1998-06-07,72,17.0
1998-04-08,20,9.6
1998-02-07,21,18.0
1997-10-10,21,20.5
1997-08-11,63,11.75
1997-06-12,62,13.4
1997-06-12,64,10.0
1997-06-12,54,5.2
1997-02-12,13,11.0
1996-08-16,85,18.0
1996-08-16,54,7.25
1996-08-16,62,12.25
1996-08-16,64,11.25
1996-06-17,70,4.75
1996-04-18,84,20.8
1996-04-18,48,12.0
1996-02-18,62,8.333333333333334
1996-02-18,54,7.666666666666667
1996-02-18,64,15.0
1995-10-21,13,11.666666666666666
1995-08-22,86,10.25
1995-08-22,48,8.5
1995-08-22,84,19.75
1994-10-26,80,20.5
1994-10-26,86,14.0
1994-10-26,48,6.5
1994-08-27,78,16.0
1994-06-28,91,27.25
1994-06-28,110,14.25
1994-06-28,55,23.75
1994-06-28,83,15.0
1994-04-29,54,4.0
1994-04-29,64,11.0
1993-10-31,64,22.0
1993-10-31,54,4.0
1998-10-05,74,13.0
1997-04-13,74,16.666666666666668
1995-06-23,29,6.75
1995-06-23,93,15.333333333333334
1993-07-03,122,15.2
1993-07-03,83,7.8
1993-07-03,118,5.2
1993-05-04,119,17.666666666666668
1993-03-05,116,5.25
1993-03-05,69,11.5
1993-03-05,68,16.25
1992-11-05,109,19.0
1992-11-05,94,20.0
1992-11-05,76,1.0
1992-05-09,109,13.0
1992-05-09,94,6.75
1992-05-09,76,13.25
1992-05-09,89,27.0
1992-03-10,130,25.0
1992-03-10,107,22.666666666666668
1992-01-10,98,23.0
1991-09-12,130,12.5
1991-07-14,77,21.5
1991-07-14,86,12.25
1991-07-14,80,15.5
1991-05-15,101,7.25
